id,label,interactions
Arizona,Arizona,1
unknown person A (HOUSE_OVERSIGHT_022463) (HOUSE_OVERSIGHT_022463),unknown person A (HOUSE_OVERSIGHT_022463) (HOUSE_OVERSIGHT_022463),1
artists' studios,artists' studios,2
Jair Bolsonaro,Jair Bolsonaro,2
Vicky Ward's article,Vicky Ward's article,1
minor victim,minor victim,1
Jeffrey Epstein Foundation,Jeffrey Epstein Foundation,3
unnamed minors and co-conspirators,unnamed minors and co-conspirators,1
Rudolph Giuliani,Rudolph Giuliani,2
unnamed quantitative investors,unnamed quantitative investors,1
Jean Luc Brunel,Jean Luc Brunel,27
associates and academicians,associates and academicians,1
powerful individuals,powerful individuals,1
unknown person A (HOUSE_OVERSIGHT_025451),unknown person A (HOUSE_OVERSIGHT_025451),1
Hoffenberg,Hoffenberg,8
two felony counts,two felony counts,1
Florida criminal charges,Florida criminal charges,1
House Oversight investigation,House Oversight investigation,1
Mike Sitrick,Mike Sitrick,2
Ards,Ards,3
Miro Lajcak,Miro Lajcak,5
U.S. Department of Justice,U.S. Department of Justice,5
complaint filed by L.M.,complaint filed by L.M.,1
Trump presidency,Trump presidency,1
Anderson Cooper toward China focus,Anderson Cooper toward China focus,1
stay duration,stay duration,1
turk,turk,1
Natasha,Natasha,1
unknown person B,unknown person B,95
sex parties,sex parties,2
Angela Merkel migration coalition,Angela Merkel migration coalition,1
Trump's credibility and behavior patterns,Trump's credibility and behavior patterns,1
unknown person A (HOUSE_OVERSIGHT_018872_part3) (HOUSE_OVERSIGHT_018872_part3),unknown person A (HOUSE_OVERSIGHT_018872_part3) (HOUSE_OVERSIGHT_018872_part3),3
communication recipients,communication recipients,17
Larry Page,Larry Page,9
book publication,book publication,1
El Brillo Way residence,El Brillo Way residence,2
unknown person A (HOUSE_OVERSIGHT_026180) (HOUSE_OVERSIGHT_026180),unknown person A (HOUSE_OVERSIGHT_026180) (HOUSE_OVERSIGHT_026180),7
Florida,Florida,23
Atlantis submarine,Atlantis submarine,1
relationship with Alan Dershowitz,relationship with Alan Dershowitz,1
unknown person D (HOUSE_OVERSIGHT_027191),unknown person D (HOUSE_OVERSIGHT_027191),1
legal questions in discovery,legal questions in discovery,1
nonprosecution agreement,nonprosecution agreement,2
filming plans,filming plans,1
Haley Robson,Haley Robson,3
library,library,1
Palm Beach County Central Detention Center,Palm Beach County Central Detention Center,18
unknown person A (HOUSE_OVERSIGHT_011317),unknown person A (HOUSE_OVERSIGHT_011317),1
Money Seminar,Money Seminar,1
Apple Watch Christmas gift,Apple Watch Christmas gift,1
teenage girl,teenage girl,1
Obama family net worth,Obama family net worth,1
state court judge,state court judge,1
lawyers should keep with lawyers,lawyers should keep with lawyers,1
"Palm Beach, Florida","Palm Beach, Florida",5
Al Secke,Al Secke,2
Ghislaine Maxwell,Ghislaine Maxwell,195
Defendant,Defendant,1
Trump trip,Trump trip,2
unknown person C (HOUSE_OVERSIGHT_012197_part2) (HOUSE_OVERSIGHT_012197_part2),unknown person C (HOUSE_OVERSIGHT_012197_part2) (HOUSE_OVERSIGHT_012197_part2),3
French government,French government,1
Bear Stearns bonus and recovered funds,Bear Stearns bonus and recovered funds,1
Steven Sinofsky,Steven Sinofsky,3
check 25220 ($210.00),check 25220 ($210.00),1
Alfonso Rodriguez,Alfonso Rodriguez,1
text message,text message,1
conference,conference,4
unknown person A (HOUSE_OVERSIGHT_010477) (HOUSE_OVERSIGHT_010477),unknown person A (HOUSE_OVERSIGHT_010477) (HOUSE_OVERSIGHT_010477),1
solicitation of minors for prostitution and procurement of minors for prostitution,solicitation of minors for prostitution and procurement of minors for prostitution,1
Lieutenant General Michael T. Flynn,Lieutenant General Michael T. Flynn,3
law enforcement department,law enforcement department,1
multiple rooms in mansion,multiple rooms in mansion,1
Unknown Lawyer,Unknown Lawyer,1
apartment lease,apartment lease,1
Avenatti civil suit,Avenatti civil suit,5
Huffington Post,Huffington Post,2
massage parlor girls,massage parlor girls,3
recipient to be invited to Jacques Lang's home,recipient to be invited to Jacques Lang's home,1
Irving,Irving,1
TED conference,TED conference,5
Rodger,Rodger,1
Neal Kassell,Neal Kassell,6
early-stage life science ventures,early-stage life science ventures,1
French intelligence,French intelligence,1
Stephen Hawking to view ocean life,Stephen Hawking to view ocean life,1
girlfriend's assessment,girlfriend's assessment,1
Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022839) (HOUSE_OVERSIGHT_022839),Jane Doe 1 and Jane Doe 2 (HOUSE_OVERSIGHT_022839) (HOUSE_OVERSIGHT_022839),1
medical supplies,medical supplies,1
Joe D. Whitley,Joe D. Whitley,3
Sarah Kellen,Sarah Kellen,15
partner,partner,1
"Prince Andrew, Ghislaine Maxwell, Virginia Roberts","Prince Andrew, Ghislaine Maxwell, Virginia Roberts",1
conspiracy to persuade minors to engage in prostitution and related charges,conspiracy to persuade minors to engage in prostitution and related charges,1
Jeffrey Epstein VI Foundation educational initiatives,Jeffrey Epstein VI Foundation educational initiatives,1
court system,court system,1
media,media,3
unnamed person A,unnamed person A,1
"bail of $3,000","bail of $3,000",1
May,May,1
Federal government,Federal government,6
3 pm tomorrow,3 pm tomorrow,1
Wexner Foundation,Wexner Foundation,1
Cathy,Cathy,1
state attorney's office,state attorney's office,1
minor-aged girls,minor-aged girls,1
question about any pending fabricated claim against him,question about any pending fabricated claim against him,1
unknown person A (HOUSE_OVERSIGHT_027795),unknown person A (HOUSE_OVERSIGHT_027795),1
GTX Corp GPS Smart Shoe,GTX Corp GPS Smart Shoe,1
Jack A. Goldberger,Jack A. Goldberger,22
Edmond de Rothschild infrastructure expertise,Edmond de Rothschild infrastructure expertise,1
Palm Beach real estate parcel,Palm Beach real estate parcel,2
Gordon Brown,Gordon Brown,3
his plane,his plane,1
budget,budget,1
multiple underage girls,multiple underage girls,4
sexually molesting numerous underage girls,sexually molesting numerous underage girls,1
unknown person A (HOUSE_OVERSIGHT_023063),unknown person A (HOUSE_OVERSIGHT_023063),3
unknown driver,unknown driver,1
owner of Ferrari/Fiat,owner of Ferrari/Fiat,1
Moshe Hoffman,Moshe Hoffman,6
the Stockade,the Stockade,1
Donald Trump's relationship with Mike Pence,Donald Trump's relationship with Mike Pence,1
unlawful sex acts with a minor,unlawful sex acts with a minor,1
SEC,SEC,5
"check 2516 ($1,600.00)","check 2516 ($1,600.00)",1
Jane Doe No. 1 and Jane Doe No. 2 (HOUSE_OVERSIGHT_015626),Jane Doe No. 1 and Jane Doe No. 2 (HOUSE_OVERSIGHT_015626),1
Flight logs and associations with celebrities,Flight logs and associations with celebrities,1
Dimitri,Dimitri,1
World Economic Forum Annual Meeting 2011,World Economic Forum Annual Meeting 2011,1
Dame Gail Ronson,Dame Gail Ronson,1
Jack Lang,Jack Lang,8
unknown person I,unknown person I,1
Virginia Roberts Giuffre,Virginia Roberts Giuffre,145
psychologists' assessment,psychologists' assessment,1
unknown persons (HOUSE_OVERSIGHT_012195),unknown persons (HOUSE_OVERSIGHT_012195),1
Andrew Jackson,Andrew Jackson,1
communication task,communication task,1
the Court,the Court,1
approximately 30 women victims,approximately 30 women victims,1
Police Chief Michael Reiter,Police Chief Michael Reiter,3
wealthy and prominent associates,wealthy and prominent associates,1
Bill Clinton,Bill Clinton,222
media co.,media co.,2
sex offender label and dropped federal investigation,sex offender label and dropped federal investigation,1
question about actual value of the claim of L.M. and Jane Doe,question about actual value of the claim of L.M. and Jane Doe,1
Mercedes Sports Convertible,Mercedes Sports Convertible,1
private island Caribbean property,private island Caribbean property,1
Lula,Lula,1
highly successful businessman and philanthropist,highly successful businessman and philanthropist,1
Louella Rabuyo,Louella Rabuyo,2
criminal conviction,criminal conviction,1
U.S. Securities and Exchange Commission,U.S. Securities and Exchange Commission,3
taxpayers,taxpayers,2
unknown person (young woman at Princess Hotel) (HOUSE_OVERSIGHT_021202),unknown person (young woman at Princess Hotel) (HOUSE_OVERSIGHT_021202),1
Peter Thiel,Peter Thiel,25
papal trip to Middle East,papal trip to Middle East,1
communications,communications,22
unknown person A (HOUSE_OVERSIGHT_018968),unknown person A (HOUSE_OVERSIGHT_018968),5
former girlfriend as witness,former girlfriend as witness,1
"lawyer's office, science foundation, and residence","lawyer's office, science foundation, and residence",1
solicitation of topless massages and sexual contact,solicitation of topless massages and sexual contact,1
B.S. Stern,B.S. Stern,1
Palm Beach Police Department,Palm Beach Police Department,34
bank,bank,1
Marshall Heyman,Marshall Heyman,1
Australia,Australia,1
unknown person A (HOUSE_OVERSIGHT_022931) (HOUSE_OVERSIGHT_022931),unknown person A (HOUSE_OVERSIGHT_022931) (HOUSE_OVERSIGHT_022931),10
court,court,23
U.S. authorities,U.S. authorities,2
"L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_010566) (HOUSE_OVERSIGHT_010566)","L.M., E.W., and Jane Doe (HOUSE_OVERSIGHT_010566) (HOUSE_OVERSIGHT_010566)",1
Manafort,Manafort,1
Dick Cheney,Dick Cheney,1
SEC filing,SEC filing,1
unknown person A (HOUSE_OVERSIGHT_012231),unknown person A (HOUSE_OVERSIGHT_012231),1
Federal authorities,Federal authorities,2
early development and charter school programs,early development and charter school programs,1
unknown person A (HOUSE_OVERSIGHT_028760) (HOUSE_OVERSIGHT_028760),unknown person A (HOUSE_OVERSIGHT_028760) (HOUSE_OVERSIGHT_028760),2
unknown participant about Senator Sasse,unknown participant about Senator Sasse,1
solicitation of minor for prostitution,solicitation of minor for prostitution,1
Rockefeller University,Rockefeller University,18
Republican party executive performance,Republican party executive performance,1
foreign countries to United States,foreign countries to United States,1
board of directors of friends,board of directors of friends,1
Israeli campaign strategy,Israeli campaign strategy,1
another person,another person,1
Sex Offender Registration Act classification,Sex Offender Registration Act classification,1
victim,victim,21
big homes,big homes,1
unknown person A (HOUSE_OVERSIGHT_030508) (HOUSE_OVERSIGHT_030508),unknown person A (HOUSE_OVERSIGHT_030508) (HOUSE_OVERSIGHT_030508),1
email communication,email communication,15
house arrest,house arrest,3
Domenica,Domenica,1
TED conference participants,TED conference participants,2
family members and close friends,family members and close friends,1
early prison release and federal cooperation,early prison release and federal cooperation,1
unknown participant's availability,unknown participant's availability,2
The Edge Foundation,The Edge Foundation,1
potential co-conspirators,potential co-conspirators,1
unknown person A (HOUSE_OVERSIGHT_014660),unknown person A (HOUSE_OVERSIGHT_014660),1
civil lawsuit against Edwards,civil lawsuit against Edwards,1
extradition proceedings,extradition proceedings,1
unknown person B (HOUSE_OVERSIGHT_010477) (HOUSE_OVERSIGHT_010477),unknown person B (HOUSE_OVERSIGHT_010477) (HOUSE_OVERSIGHT_010477),1
sex trafficking under 18 U.S.C. ?? 1591,sex trafficking under 18 U.S.C. ?? 1591,1
modeling agency,modeling agency,1
Lily Ann Sanchez,Lily Ann Sanchez,1
Princeton professors,Princeton professors,1
unknown person A (HOUSE_OVERSIGHT_012103) (HOUSE_OVERSIGHT_012103),unknown person A (HOUSE_OVERSIGHT_012103) (HOUSE_OVERSIGHT_012103),1
minors,minors,4
Trump accounting office,Trump accounting office,1
Gulliver,Gulliver,1
Brooklyn,Brooklyn,2
town house,town house,1
Eva Andersson Dubin,Eva Andersson Dubin,12
drug dealers,drug dealers,1
pyramid abuse scheme,pyramid abuse scheme,1
victim testimony,victim testimony,1
unknown person C (HOUSE_OVERSIGHT_012191),unknown person C (HOUSE_OVERSIGHT_012191),1
legal authority,legal authority,1
Stockade,Stockade,3
18 months imprisonment,18 months imprisonment,14
Police officer,Police officer,1
unnamed former girlfriend,unnamed former girlfriend,3
unknown person A (TEXT-001-HOUSE_OVERSIGHT_022766),unknown person A (TEXT-001-HOUSE_OVERSIGHT_022766),7
question about authorized persons to make payments to his lawyers,question about authorized persons to make payments to his lawyers,1
George Stephanopoulos,George Stephanopoulos,2
solicitation for prostitution,solicitation for prostitution,1
Verse Video Education,Verse Video Education,6
personal psychologist,personal psychologist,1
unknown person A (HOUSE_OVERSIGHT_012431),unknown person A (HOUSE_OVERSIGHT_012431),1
designated driver,designated driver,1
Bob Woodward,Bob Woodward,1
Paris phone number,Paris phone number,1
Xi Jinping,Xi Jinping,6
state felony offenses for solicitation of prostitution,state felony offenses for solicitation of prostitution,1
unknown minor,unknown minor,15
Federal Trade Commission,Federal Trade Commission,1
Newsmax article about Ken Starr,Newsmax article about Ken Starr,1
office in downtown West Palm Beach,office in downtown West Palm Beach,1
Kirsty Mackenzie,Kirsty Mackenzie,1
political developments,political developments,1
West Palm Beach courthouse,West Palm Beach courthouse,1
FBI episode 12,FBI episode 12,1
invitation text,invitation text,1
RawStory news article,RawStory news article,1
level 3 registered sex offender,level 3 registered sex offender,1
NYTimes article,NYTimes article,1
Trump Hotel,Trump Hotel,1
solicitation of minors to engage in prostitution,solicitation of minors to engage in prostitution,1
Jane Doe (HOUSE_OVERSIGHT_013353),Jane Doe (HOUSE_OVERSIGHT_013353),2
unknown person A (HOUSE_OVERSIGHT_022214) (HOUSE_OVERSIGHT_022214),unknown person A (HOUSE_OVERSIGHT_022214) (HOUSE_OVERSIGHT_022214),2
crony capitalism,crony capitalism,1
driver,driver,1
Magistrate Judge Linnea R. Johnson,Magistrate Judge Linnea R. Johnson,2
Debbie Bancroft,Debbie Bancroft,1
plea agreement,plea agreement,3
Peggy Siegel,Peggy Siegel,2
Brad Wechsler and Melanie Spinella,Brad Wechsler and Melanie Spinella,1
The Wild Bunch,The Wild Bunch,1
New York,New York,57
Probability,Probability,1
Trump Soho,Trump Soho,1
unknown person A (HOUSE_OVERSIGHT_012193),unknown person A (HOUSE_OVERSIGHT_012193),1
U.S. District Court for the Southern District of Florida,U.S. District Court for the Southern District of Florida,1
Federal Government,Federal Government,2
dinner,dinner,1
email,email,9
solicitation of prostitution and procurement of minors for prostitution,solicitation of prostitution and procurement of minors for prostitution,1
